"","ï..Protocol","Sheet","Data.Set","Input.Gate","X.Parameter","Y.Parameter","Gate","Number","X.Total","X.Gated","X.Med","X.AMean","X.Mode","X.Stdev","X.CV","HP.X.CV","X.Min","X.Max","X.GMean","Y.Med","Y.AMean","Y.Mode","Y.Stdev","Y.CV","HP.Y.CV","Y.Min","Y.Max","Y.GMean","Logic"
"1","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","All",322325,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ungated"
"2","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","cd4blood",3606,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"3","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","cd4skin",179,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"4","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","lymphocytes",21724,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lymphocytes AND singlets"
"5","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","pb_cd4",1974,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"6","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","pb_cd8",3251,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"7","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","singlets",261161,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"singlets"
"8","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","tcrvb_pos_blood",1644,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"9","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","til_cd4",171,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"10","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","til_cd8",199,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"11","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","tumour",9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"12","panel1","populations","2016_03_24 CTCL004PJ02_panel1 00015952 065","","","","viable_cd3",7607,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viable_cd3 AND lymphocytes AND singlets"
"13","panel1","expression1","2016_03_24 CTCL004PJ02_panel1 00015952 065","[pb_cd8]","fl4","Count","All",NA,NA,NA,"0.74","0.77","0.75","0.29",NA,NA,NA,NA,"0.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"14","panel1","expression1","2016_03_24 CTCL004PJ02_panel1 00015952 065","[til_cd8]","fl4","Count","All",NA,NA,NA,"1.22","1.28","1.17","0.44",NA,NA,NA,NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"15","panel1","expression1","2016_03_24 CTCL004PJ02_panel1 00015952 065","[pb_cd4]","fl4","Count","All",NA,NA,NA,"1.13","1.17","1.04","0.4",NA,NA,NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"16","panel1","expression1","2016_03_24 CTCL004PJ02_panel1 00015952 065","[til_cd4]","fl4","Count","All",NA,NA,NA,"1.63","1.64","1.63","0.54",NA,NA,NA,NA,"1.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"17","panel1","expression1","2016_03_24 CTCL004PJ02_panel1 00015952 065","[tumour]","fl4","Count","All",NA,NA,NA,"1.29","1.28","0.84","0.36",NA,NA,NA,NA,"1.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"18","panel1","expression1","2016_03_24 CTCL004PJ02_panel1 00015952 065","[tcrvb_pos_blood]","fl4","Count","All",NA,NA,NA,"1.06","1.08","1.17","0.36",NA,NA,NA,NA,"1.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"19","panel1","expression1","2016_03_24 CTCL004PJ02_panel1 00015952 065","[cd4blood]","fl4","Count","All",NA,NA,NA,"1.1","1.13","1.04","0.39",NA,NA,NA,NA,"1.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"20","panel1","expression1","2016_03_24 CTCL004PJ02_panel1 00015952 065","[cd4skin]","fl4","Count","All",NA,NA,NA,"1.59","1.62","1.63","0.54",NA,NA,NA,NA,"1.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21","panel1","expression2","2016_03_24 CTCL004PJ02_panel1 00015952 065","[pb_cd8]","pd1","Count","All",NA,NA,NA,"0.65","1.29","0.57","1.79",NA,NA,NA,NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"22","panel1","expression2","2016_03_24 CTCL004PJ02_panel1 00015952 065","[til_cd8]","pd1","Count","All",NA,NA,NA,"3.81","5.98","3.71","6.13",NA,NA,NA,NA,"3.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"23","panel1","expression2","2016_03_24 CTCL004PJ02_panel1 00015952 065","[pb_cd4]","pd1","Count","All",NA,NA,NA,"1.07","2.02","0.98","3.54",NA,NA,NA,NA,"1.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"24","panel1","expression2","2016_03_24 CTCL004PJ02_panel1 00015952 065","[til_cd4]","pd1","Count","All",NA,NA,NA,"5.63","7.96","4.62","7.21",NA,NA,NA,NA,"5.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"25","panel1","expression2","2016_03_24 CTCL004PJ02_panel1 00015952 065","[tumour]","pd1","Count","All",NA,NA,NA,"7.17","8.39","N/A","7.33",NA,NA,NA,NA,"6.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"26","panel1","expression2","2016_03_24 CTCL004PJ02_panel1 00015952 065","[tcrvb_pos_blood]","pd1","Count","All",NA,NA,NA,"7.47","9.48","4.49","7.34",NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"27","panel1","expression2","2016_03_24 CTCL004PJ02_panel1 00015952 065","[cd4blood]","pd1","Count","All",NA,NA,NA,"2.75","5.42","0.98","6.72",NA,NA,NA,NA,"2.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"28","panel1","expression2","2016_03_24 CTCL004PJ02_panel1 00015952 065","[cd4skin]","pd1","Count","All",NA,NA,NA,"5.68","8.02","4.62","7.22",NA,NA,NA,NA,"5.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"29","panel1","expression3","2016_03_24 CTCL004PJ02_panel1 00015952 065","[pb_cd8]","pdl2","Count","All",NA,NA,NA,"2.25","2.34","2.34","0.82",NA,NA,NA,NA,"2.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"30","panel1","expression3","2016_03_24 CTCL004PJ02_panel1 00015952 065","[til_cd8]","pdl2","Count","All",NA,NA,NA,"4.3","4.38","4.56","1.45",NA,NA,NA,NA,"4.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"31","panel1","expression3","2016_03_24 CTCL004PJ02_panel1 00015952 065","[pb_cd4]","pdl2","Count","All",NA,NA,NA,"2.4","2.54","2.66","0.95",NA,NA,NA,NA,"2.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"32","panel1","expression3","2016_03_24 CTCL004PJ02_panel1 00015952 065","[til_cd4]","pdl2","Count","All",NA,NA,NA,"4.42","4.76","4.99","1.7",NA,NA,NA,NA,"4.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"33","panel1","expression3","2016_03_24 CTCL004PJ02_panel1 00015952 065","[tumour]","pdl2","Count","All",NA,NA,NA,"3.34","4.27","N/A","1.63",NA,NA,NA,NA,"3.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"34","panel1","expression3","2016_03_24 CTCL004PJ02_panel1 00015952 065","[tcrvb_pos_blood]","pdl2","Count","All",NA,NA,NA,"2.35","2.43","2.38","0.81",NA,NA,NA,NA,"2.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"35","panel1","expression3","2016_03_24 CTCL004PJ02_panel1 00015952 065","[cd4blood]","pdl2","Count","All",NA,NA,NA,"2.37","2.49","2.57","0.88",NA,NA,NA,NA,"2.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"36","panel1","expression3","2016_03_24 CTCL004PJ02_panel1 00015952 065","[cd4skin]","pdl2","Count","All",NA,NA,NA,"4.38","4.75","4.99","1.7",NA,NA,NA,NA,"4.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"37","panel1","expression4","2016_03_24 CTCL004PJ02_panel1 00015952 065","[pb_cd8]","pdl1","Count","All",NA,NA,NA,"0.72","1.01","0.75","14.69",NA,NA,NA,NA,"0.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"38","panel1","expression4","2016_03_24 CTCL004PJ02_panel1 00015952 065","[til_cd8]","pdl1","Count","All",NA,NA,NA,"0.63","0.65","0.62","0.58",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"39","panel1","expression4","2016_03_24 CTCL004PJ02_panel1 00015952 065","[pb_cd4]","pdl1","Count","All",NA,NA,NA,"1.09","1.31","0.95","1.13",NA,NA,NA,NA,"1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"40","panel1","expression4","2016_03_24 CTCL004PJ02_panel1 00015952 065","[til_cd4]","pdl1","Count","All",NA,NA,NA,"0.88","0.98","0.73","0.51",NA,NA,NA,NA,"0.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"41","panel1","expression4","2016_03_24 CTCL004PJ02_panel1 00015952 065","[tumour]","pdl1","Count","All",NA,NA,NA,"1.02","0.92","N/A","0.46",NA,NA,NA,NA,"0.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"42","panel1","expression4","2016_03_24 CTCL004PJ02_panel1 00015952 065","[tcrvb_pos_blood]","pdl1","Count","All",NA,NA,NA,"0.79","1.01","0.76","2.31",NA,NA,NA,NA,"0.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"43","panel1","expression4","2016_03_24 CTCL004PJ02_panel1 00015952 065","[cd4blood]","pdl1","Count","All",NA,NA,NA,"0.94","1.18","0.95","1.78",NA,NA,NA,NA,"0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"44","panel1","expression4","2016_03_24 CTCL004PJ02_panel1 00015952 065","[cd4skin]","pdl1","Count","All",NA,NA,NA,"0.88","0.97","0.73","0.51",NA,NA,NA,NA,"0.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"45","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","All",431808,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ungated"
"46","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","cd4blood",43178,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"47","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","cd4skin",16678,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"48","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","lymphocytes",131938,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lymphocytes AND singlets"
"49","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","pb_cd4",40694,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"50","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","pb_cd8",5376,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"51","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","singlets",358314,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"singlets"
"52","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","tcrvb_pos_blood",2503,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"53","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","til_cd4",9495,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"54","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","til_cd8",4195,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"55","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","tumour",7193,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"56","panel1","populations","20160413_CTCL005AG02 panel_1 00016282 078","","","","viable_cd3",70961,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viable_cd3 AND lymphocytes AND singlets"
"57","panel1","expression1","20160413_CTCL005AG02 panel_1 00016282 078","[pb_cd8]","fl4","Count","All",NA,NA,NA,"0.24","0.26","0.20","0.13",NA,NA,NA,NA,"0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"58","panel1","expression1","20160413_CTCL005AG02 panel_1 00016282 078","[til_cd8]","fl4","Count","All",NA,NA,NA,"0.18","0.19","0.20","0.1",NA,NA,NA,NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"59","panel1","expression1","20160413_CTCL005AG02 panel_1 00016282 078","[pb_cd4]","fl4","Count","All",NA,NA,NA,"0.26","0.28","0.23","0.14",NA,NA,NA,NA,"0.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"60","panel1","expression1","20160413_CTCL005AG02 panel_1 00016282 078","[til_cd4]","fl4","Count","All",NA,NA,NA,"0.2","0.21","0.20","0.12",NA,NA,NA,NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"61","panel1","expression1","20160413_CTCL005AG02 panel_1 00016282 078","[tumour]","fl4","Count","All",NA,NA,NA,"0.33","0.34","0.26","0.13",NA,NA,NA,NA,"0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"62","panel1","expression1","20160413_CTCL005AG02 panel_1 00016282 078","[tcrvb_pos_blood]","fl4","Count","All",NA,NA,NA,"0.55","0.57","0.59","0.2",NA,NA,NA,NA,"0.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"63","panel1","expression1","20160413_CTCL005AG02 panel_1 00016282 078","[cd4blood]","fl4","Count","All",NA,NA,NA,"0.27","0.3","0.23","0.16",NA,NA,NA,NA,"0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"64","panel1","expression1","20160413_CTCL005AG02 panel_1 00016282 078","[cd4skin]","fl4","Count","All",NA,NA,NA,"0.25","0.27","0.24","0.14",NA,NA,NA,NA,"0.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"65","panel1","expression2","20160413_CTCL005AG02 panel_1 00016282 078","[pb_cd8]","pd1","Count","All",NA,NA,NA,"-0.33","-0.18","-0.34","0.69",NA,NA,NA,NA,"-0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"66","panel1","expression2","20160413_CTCL005AG02 panel_1 00016282 078","[til_cd8]","pd1","Count","All",NA,NA,NA,"1.41","2.39","-0.34","2.78",NA,NA,NA,NA,"1.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"67","panel1","expression2","20160413_CTCL005AG02 panel_1 00016282 078","[pb_cd4]","pd1","Count","All",NA,NA,NA,"-0.33","-0.44","-0.34","0.84",NA,NA,NA,NA,"-0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"68","panel1","expression2","20160413_CTCL005AG02 panel_1 00016282 078","[til_cd4]","pd1","Count","All",NA,NA,NA,"0.01","0.79","-0.34","2.45",NA,NA,NA,NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"69","panel1","expression2","20160413_CTCL005AG02 panel_1 00016282 078","[tumour]","pd1","Count","All",NA,NA,NA,"0.11","0.22","-0.34","0.74",NA,NA,NA,NA,"0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"70","panel1","expression2","20160413_CTCL005AG02 panel_1 00016282 078","[tcrvb_pos_blood]","pd1","Count","All",NA,NA,NA,"-0.17","-0.03","-0.34","0.78",NA,NA,NA,NA,"-0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"71","panel1","expression2","20160413_CTCL005AG02 panel_1 00016282 078","[cd4blood]","pd1","Count","All",NA,NA,NA,"-0.33","-0.42","-0.34","0.85",NA,NA,NA,NA,"-0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"72","panel1","expression2","20160413_CTCL005AG02 panel_1 00016282 078","[cd4skin]","pd1","Count","All",NA,NA,NA,"0.08","0.54","-0.34","1.93",NA,NA,NA,NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"73","panel1","expression3","20160413_CTCL005AG02 panel_1 00016282 078","[pb_cd8]","pdl2","Count","All",NA,NA,NA,"0.73","0.77","0.78","0.33",NA,NA,NA,NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"74","panel1","expression3","20160413_CTCL005AG02 panel_1 00016282 078","[til_cd8]","pdl2","Count","All",NA,NA,NA,"0.74","0.81","0.94","0.4",NA,NA,NA,NA,"0.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"75","panel1","expression3","20160413_CTCL005AG02 panel_1 00016282 078","[pb_cd4]","pdl2","Count","All",NA,NA,NA,"0.89","0.95","0.96","0.4",NA,NA,NA,NA,"0.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"76","panel1","expression3","20160413_CTCL005AG02 panel_1 00016282 078","[til_cd4]","pdl2","Count","All",NA,NA,NA,"0.94","1.21","1.00","0.93",NA,NA,NA,NA,"0.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"77","panel1","expression3","20160413_CTCL005AG02 panel_1 00016282 078","[tumour]","pdl2","Count","All",NA,NA,NA,"0.9","1.11","0.83","0.9",NA,NA,NA,NA,"0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"78","panel1","expression3","20160413_CTCL005AG02 panel_1 00016282 078","[tcrvb_pos_blood]","pdl2","Count","All",NA,NA,NA,"0.82","0.88","0.76","0.37",NA,NA,NA,NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"79","panel1","expression3","20160413_CTCL005AG02 panel_1 00016282 078","[cd4blood]","pdl2","Count","All",NA,NA,NA,"0.89","0.95","0.96","0.4",NA,NA,NA,NA,"0.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"80","panel1","expression3","20160413_CTCL005AG02 panel_1 00016282 078","[cd4skin]","pdl2","Count","All",NA,NA,NA,"0.92","1.17","0.83","0.92",NA,NA,NA,NA,"0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"81","panel1","expression4","20160413_CTCL005AG02 panel_1 00016282 078","[pb_cd8]","pdl1","Count","All",NA,NA,NA,"0.54","0.56","-0.34","0.46",NA,NA,NA,NA,"0.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"82","panel1","expression4","20160413_CTCL005AG02 panel_1 00016282 078","[til_cd8]","pdl1","Count","All",NA,NA,NA,"1.01","1.14","1.35","1.49",NA,NA,NA,NA,"0.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"83","panel1","expression4","20160413_CTCL005AG02 panel_1 00016282 078","[pb_cd4]","pdl1","Count","All",NA,NA,NA,"2.48","2.77","2.72","2.74",NA,NA,NA,NA,"2.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"84","panel1","expression4","20160413_CTCL005AG02 panel_1 00016282 078","[til_cd4]","pdl1","Count","All",NA,NA,NA,"1.35","1.77","1.56","2.08",NA,NA,NA,NA,"1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"85","panel1","expression4","20160413_CTCL005AG02 panel_1 00016282 078","[tumour]","pdl1","Count","All",NA,NA,NA,"1.65","2.19","1.30","2.28",NA,NA,NA,NA,"1.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"86","panel1","expression4","20160413_CTCL005AG02 panel_1 00016282 078","[tcrvb_pos_blood]","pdl1","Count","All",NA,NA,NA,"2.29","2.56","1.97","1.28",NA,NA,NA,NA,"2.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"87","panel1","expression4","20160413_CTCL005AG02 panel_1 00016282 078","[cd4blood]","pdl1","Count","All",NA,NA,NA,"2.47","2.76","2.72","2.68",NA,NA,NA,NA,"2.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"88","panel1","expression4","20160413_CTCL005AG02 panel_1 00016282 078","[cd4skin]","pdl1","Count","All",NA,NA,NA,"1.49","1.95","1.30","2.18",NA,NA,NA,NA,"1.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"89","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","All",405165,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ungated"
"90","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","cd4blood",59255,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"91","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","cd4skin",29604,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"92","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","lymphocytes",177560,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lymphocytes AND singlets"
"93","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","pb_cd4",56353,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"94","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","pb_cd8",13571,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"95","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","singlets",342580,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"singlets"
"96","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","tcrvb_pos_blood",2926,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"97","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","til_cd4",849,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"98","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","til_cd8",837,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"99","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","tumour",28802,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"100","panel1","populations","2016_05_26 CTCL008PB01_panel1 00017562 118","","","","viable_cd3",104710,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viable_cd3 AND lymphocytes AND singlets"
"101","panel1","expression1","2016_05_26 CTCL008PB01_panel1 00017562 118","[pb_cd8]","fl4","Count","All",NA,NA,NA,"0.88","0.95","1.02","0.43",NA,NA,NA,NA,"0.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"102","panel1","expression1","2016_05_26 CTCL008PB01_panel1 00017562 118","[til_cd8]","fl4","Count","All",NA,NA,NA,"0.97","1.04","1.03","0.43",NA,NA,NA,NA,"0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"103","panel1","expression1","2016_05_26 CTCL008PB01_panel1 00017562 118","[pb_cd4]","fl4","Count","All",NA,NA,NA,"1.2","1.25","1.22","0.45",NA,NA,NA,NA,"1.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"104","panel1","expression1","2016_05_26 CTCL008PB01_panel1 00017562 118","[til_cd4]","fl4","Count","All",NA,NA,NA,"1.2","1.77","1.04","4",NA,NA,NA,NA,"1.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"105","panel1","expression1","2016_05_26 CTCL008PB01_panel1 00017562 118","[tumour]","fl4","Count","All",NA,NA,NA,"3.67","3.86","3.93","1.37",NA,NA,NA,NA,"3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"106","panel1","expression1","2016_05_26 CTCL008PB01_panel1 00017562 118","[tcrvb_pos_blood]","fl4","Count","All",NA,NA,NA,"3.12","3.3","2.67","1.23",NA,NA,NA,NA,"3.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
