"","ï..Protocol","Sheet","Data.Set","Input.Gate","X.Parameter","Y.Parameter","Gate","Number","X.Total","X.Gated","X.Med","X.AMean","X.Mode","X.Stdev","X.CV","HP.X.CV","X.Min","X.Max","X.GMean","Y.Med","Y.AMean","Y.Mode","Y.Stdev","Y.CV","HP.Y.CV","Y.Min","Y.Max","Y.GMean","Logic"
"11289","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","All",108,NA,"100.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11290","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma-il4-il17a-il10-",72,NA,"66.67","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11291","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma-il4-il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11292","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma-il4-il17a+il10-",18,NA,"16.67","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11293","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma-il4-il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11294","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma-il4+il17a-il10-",1,NA,"0.93","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11295","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma-il4+il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11296","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma-il4+il17a+il10-",1,NA,"0.93","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11297","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma-il4+il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11298","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma+il4-il17a-il10-",15,NA,"13.89","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11299","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma+il4-il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11300","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma+il4-il17a+il10-",1,NA,"0.93","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11301","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma+il4-il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11302","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma+il4+il17a-il10-",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11303","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma+il4+il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11304","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma+il4+il17a+il10-",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11305","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tumour]","","%Gated","ifngamma+il4+il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11306","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","All",749,NA,"100.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11307","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma-il4-il17a-il10-",654,NA,"87.32","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11308","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma-il4-il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11309","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma-il4-il17a+il10-",19,NA,"2.54","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11310","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma-il4-il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11311","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma-il4+il17a-il10-",4,NA,"0.53","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11312","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma-il4+il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11313","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma-il4+il17a+il10-",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11314","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma-il4+il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11315","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma+il4-il17a-il10-",68,NA,"9.08","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11316","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma+il4-il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11317","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma+il4-il17a+il10-",3,NA,"0.40","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11318","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma+il4-il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11319","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma+il4+il17a-il10-",1,NA,"0.13","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11320","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma+il4+il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11321","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma+il4+il17a+il10-",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11322","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[tcrvb_pos_blood]","","%Gated","ifngamma+il4+il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11323","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","All",5877,NA,"100.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11324","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma-il4-il17a-il10-",5395,NA,"91.80","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11325","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma-il4-il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11326","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma-il4-il17a+il10-",199,NA,"3.39","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11327","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma-il4-il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11328","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma-il4+il17a-il10-",41,NA,"0.70","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11329","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma-il4+il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11330","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma-il4+il17a+il10-",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11331","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma-il4+il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11332","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma+il4-il17a-il10-",229,NA,"3.90","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11333","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma+il4-il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11334","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma+il4-il17a+il10-",9,NA,"0.15","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11335","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma+il4-il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11336","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma+il4+il17a-il10-",4,NA,"0.07","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11337","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma+il4+il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11338","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma+il4+il17a+il10-",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11339","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4blood]","","%Gated","ifngamma+il4+il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11340","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","All",864,NA,"100.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11341","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma-il4-il17a-il10-",640,NA,"74.07","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11342","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma-il4-il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11343","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma-il4-il17a+il10-",154,NA,"17.82","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11344","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma-il4-il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11345","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma-il4+il17a-il10-",3,NA,"0.35","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11346","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma-il4+il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11347","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma-il4+il17a+il10-",1,NA,"0.12","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11348","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma-il4+il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11349","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma+il4-il17a-il10-",51,NA,"5.90","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11350","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma+il4-il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11351","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma+il4-il17a+il10-",14,NA,"1.62","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11352","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma+il4-il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11353","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma+il4+il17a-il10-",1,NA,"0.12","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11354","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma+il4+il17a-il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11355","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma+il4+il17a+il10-",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11356","panel5","logical","CTCL043HA 01_ skin_stim panel_5 00024422 2017-02-09 852","[cd4skin]","","%Gated","ifngamma+il4+il17a+il10+",0,NA,"0.00","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11357","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","All",614234,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ungated"
"11358","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","cd4blood",13595,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"11359","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","cd4skin",12,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"11360","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","lymphocytes",282209,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"lymphocytes AND singlets"
"11361","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","pb_cd4",12387,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"11362","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","pb_cd8",7098,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"11363","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","singlets",565914,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"singlets"
"11364","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","tcrvb_pos_blood",2278,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"11365","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","til_cd4",10,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"11366","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","til_cd8",15,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"11367","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","tumour",6,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"11368","panel5","populations","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","","","","viable_cd3",93138,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"viable_cd3 AND lymphocytes AND singlets"
"11369","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[pb_cd8]","ifngamma","Count","All",7098,1.16,"100.00","1.40","8.84","0.23","13.28","150.11","2.86","-1.28","124.01","2.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11370","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[pb_cd8]","ifngamma","Count","P",3518,0.57,"49.56","14.17","17.48","20.64","14.41","82.41","0.82","1.50","124.01","11.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11371","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[til_cd8]","ifngamma","Count","All",15,0,"100.00","0.56","3.19","N/A","5.00","156.85","N/A","-0.14","17.22","1.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11372","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[til_cd8]","ifngamma","Count","Q",5,0,"33.33","6.58","8.87","N/A","5.14","57.93","N/A","2.28","17.22","7.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11373","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[pb_cd4]","ifngamma","Count","All",12387,2.02,"100.00","0.43","5.19","0.17","13.08","251.70","146.68","-1.27","128.33","1.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11374","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[pb_cd4]","ifngamma","Count","S",2658,0.43,"21.46","18.08","23.05","22.28","19.76","85.74","1.22","1.50","128.33","14.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11375","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[til_cd4]","ifngamma","Count","All",10,0,"100.00","0.34","3.88","N/A","8.15","209.93","N/A","0.05","26.59","0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11376","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[til_cd4]","ifngamma","Count","T",2,0,"20.00","18.46","18.46","N/A","8.13","44.06","N/A","10.33","26.59","16.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11377","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[tumour]","ifngamma","Count","All",6,0,"100.00","1.04","1.69","N/A","2.01","118.85","N/A","0.20","5.84","1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11378","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[tumour]","ifngamma","Count","U",2,0,"33.33","4.13","4.13","N/A","1.72","41.57","N/A","2.41","5.84","3.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11379","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[tcrvb_pos_blood]","ifngamma","Count","All",2278,0.37,"100.00","0.58","8.82","0.20","15.26","172.99","49.91","-0.11","90.67","1.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11380","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[tcrvb_pos_blood]","ifngamma","Count","V",959,0.16,"42.10","15.99","20.46","21.65","17.86","87.32","0.41","1.50","90.67","12.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11381","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[cd4blood]","ifngamma","Count","All",13595,2.21,"100.00","0.45","5.84","0.17","13.73","235.06","124.98","-1.27","128.33","1.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11382","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[cd4blood]","ifngamma","Count","W",3274,0.53,"24.08","18.49","23.25","22.28","19.58","84.24","2.39","1.50","128.33","14.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11383","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[cd4skin]","ifngamma","Count","All",12,0,"100.00","0.32","3.28","N/A","7.56","230.62","N/A","0.05","26.59","0.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11384","panel5","expression1","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[cd4skin]","ifngamma","Count","X",2,0,"16.67","18.46","18.46","N/A","8.13","44.06","N/A","10.33","26.59","16.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11385","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[pb_cd8]","il4","Count","All",NA,NA,"100.00","0.80","1.05","0.91","1.36","","","","","0.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11386","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[pb_cd8]","il4","Count","Y",NA,NA,"4.87","3.28","5.05","2.37","4.16","","","","","4.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11387","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[til_cd8]","il4","Count","All",NA,NA,"100.00","0.87","0.73","N/A","0.40","","","","","0.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11388","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[til_cd8]","il4","Count","Z",NA,NA,"0.00","N/A","N/A","N/A","N/A","","","","","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11389","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[pb_cd4]","il4","Count","All",NA,NA,"100.00","0.84","1.02","0.82","1.15","","","","","0.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11390","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[pb_cd4]","il4","Count","AA",NA,NA,"3.64","3.17","4.94","2.23","4.00","","","","","3.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11391","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[til_cd4]","il4","Count","All",NA,NA,"100.00","0.32","0.50","N/A","0.45","","","","","0.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11392","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[til_cd4]","il4","Count","AB",NA,NA,"0.00","N/A","N/A","N/A","N/A","","","","","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11393","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[tumour]","il4","Count","All",NA,NA,"100.00","0.63","0.54","N/A","0.37","","","","","0.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11394","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[tumour]","il4","Count","AC",NA,NA,"0.00","N/A","N/A","N/A","N/A","","","","","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11395","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[tcrvb_pos_blood]","il4","Count","All",NA,NA,"100.00","0.74","1.19","0.55","1.70","","","","","0.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11396","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[tcrvb_pos_blood]","il4","Count","AD",NA,NA,"8.69","4.22","5.45","2.29","3.36","","","","","4.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"11397","panel5","expression2","CTCL045AL 01_skin stim panel5 00024720 2017-02-16 902","[cd4blood]","il4","Count","All",NA,NA,"100.00","0.83","1.04","0.81","1.21","","","","","0.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
